task_id,epoch,train_loss,train_acc,grad_norm_mean,grad_norm_std,update_norm_mean,update_norm_std
0,1,0.013221479146997369,0.9966837741808132,0.07518911995455009,0.3185873351970951,0.03138216587769246,0.026084609169702965
0,2,0.0033773275282005587,0.9990525069088038,0.024636352481113327,0.1600879857940051,0.018660037206121576,0.021709912386952097
0,3,0.0035013381847144674,0.9988156336360048,0.024793340404495753,0.1764491242919019,0.020173152619154838,0.028517220050148746
0,4,0.0036416046051048227,0.9992104224240032,0.020389232012766073,0.19698494233364008,0.016456468786660034,0.029083278334146777
0,5,0.002481188364672993,0.9992104224240032,0.019107284036232557,0.1763993463518577,0.01634485968205311,0.02339770232754947
1,1,0.49516171442780976,0.7985772189593846,3.0988424184206007,1.7434226406201019,0.0031207880396950556,4.0841664354162806e-05
1,2,0.20903331777950662,0.9320043014310531,2.051384746350465,1.3062952543011148,0.003053674733957986,6.91035042290094e-05
1,3,0.13909164364229348,0.9478037885681198,1.7940279564106139,1.6217892003275165,0.002995044378158571,8.534370376587282e-05
1,4,0.124847244079421,0.9582264868889073,1.752700759113918,1.9563212038421711,0.0029569622402667163,8.72374602836262e-05
1,5,0.1275758747312777,0.9640995946728431,1.7464980425735734,2.2661750069838975,0.002922604560144893,9.366129338326858e-05
2,1,0.37310533388929173,0.8188759655509189,2.6902135781937186,1.998435205616186,0.0031125085027979317,4.4971150087329094e-05
2,2,0.1514517124115076,0.9444197815857232,1.5056729995312554,1.1763110846987366,0.0030347826165918134,7.426575683671634e-05
2,3,0.07884589615868756,0.9730977537068277,1.1449294253364006,1.325659112029677,0.0029813799388977735,8.621623078014532e-05
2,4,0.05595870465150454,0.9813548788067122,0.9449225659331756,1.5254783639942575,0.0029346650915043535,9.562756460952932e-05
2,5,0.04945257719672799,0.9857054070851461,0.8366980925994093,1.7400455805592365,0.002876712462886302,0.0001415045321106134
3,1,0.3514338854835175,0.8479848969876057,3.645714773566533,2.9752124672317177,0.003117097860280122,4.54492955024045e-05
3,2,0.0594917946854235,0.9814495608634983,1.2414003230606139,1.6210347125353979,0.003057769453687818,6.336997173392199e-05
3,3,0.02537076021232229,0.9922843306246409,0.5535540040752106,1.455221565594107,0.0029992636126906164,0.00013352027080376248
3,4,0.023067321536519532,0.9954034310104244,0.36714034541665286,1.4482741581362166,0.0024485962499760376,0.0009725314968074577
3,5,0.021596338854057512,0.99622424690142,0.32768172633330805,1.485669579213919,0.001589539542358044,0.0013380746903056703
4,1,0.23369315692472226,0.908135593220339,2.8797075935150103,2.5523888626626223,0.0030959070405638697,5.708190157293893e-05
4,2,0.14482663355860712,0.9511864406779661,2.176723254036545,2.306070407522206,0.003023057789502318,6.956134679128482e-05
4,3,0.14491746337832132,0.9604237288135593,2.07656508279961,2.7670500824574384,0.0029687897420598796,7.9460153531243e-05
4,4,0.15544748415141305,0.9660169491525423,2.090308666878792,3.079132675681486,0.002914143131524956,9.158965810681246e-05
4,5,0.16708897468713696,0.9700847457627119,2.1382267066696947,3.4508666927145053,0.0028342611545945223,0.00027525909068199287
