task_id,epoch,train_loss,train_acc,grad_norm_mean,grad_norm_std,update_norm_mean,update_norm_std
0,1,0.5001593655717265,0.939755230951441,0.7327567179229378,0.1240651298986759,0.000732756721920017,0.0001240651532753933
0,2,0.12958677140558325,0.9961310698776155,0.5049369053616708,0.17327353556356695,0.0005049369508769376,0.0001732734540275348
0,3,0.041135811032576616,0.9966837741808132,0.274509930925851,0.2242164794768222,0.00027451004672234317,0.0002242165060758919
0,4,0.023667542942410996,0.996999605211212,0.19420939967353792,0.24056506659540855,0.00019420951433493476,0.0002405650460207467
0,5,0.01715683905691632,0.9971575207264114,0.15951687569532252,0.2571932455229548,0.00015951687753082782,0.00025719321521424813
1,1,0.613058936130972,0.7995698568946976,1.044410551427513,0.41568026220271453,0.0010444106543704334,0.00041568021965211776
1,2,0.3044586695625297,0.9424269997518405,1.0985157407197803,0.3838672801779972,0.0010985158656781958,0.00038386726484913685
1,3,0.16139220251871333,0.9534287368682273,1.0176948592177693,0.5663175718248582,0.001017694859233946,0.0005663175598363087
1,4,0.12581249333770797,0.9600463231036479,1.018339967048543,0.6821609885752625,0.0010183400376657496,0.000682161087431809
1,5,0.11061198355689976,0.9653403920919844,1.011690573386287,0.7870806327673632,0.001011690662992311,0.0007870806943812345
2,1,0.4870334358931032,0.7985439048210956,1.251102215702172,0.48303350775549186,0.001251102321809728,0.00048303360701640617
2,2,0.22476260760630531,0.9243540797300897,1.0282554446249381,0.42253610091762595,0.0010282555501815098,0.0004225361421437353
2,3,0.13020761631753996,0.9588919470833703,0.8688561853018077,0.4924600099658057,0.0008688563235811563,0.0004924600430104508
2,4,0.09098659967222222,0.9727426085412413,0.7650619629396996,0.5812318518783282,0.0007650620474125992,0.0005812318393655294
2,5,0.07134377839977127,0.978247358607831,0.6919555514836031,0.5889526728743165,0.0006919556299737673,0.0005889527123178528
3,1,0.36497555458405273,0.9263728145776903,1.1889277252630683,0.4846024434617979,0.0011889277599013539,0.0004846025392647658
3,2,0.07699370085180961,0.9947467782976278,0.5422987071484009,0.29067957961290725,0.0005422987645117882,0.00029067962805073773
3,3,0.03684867732679782,0.9965525732578183,0.3641748854644456,0.2961143476435229,0.00036417490994118483,0.00029611437182273595
3,4,0.024962479636216218,0.9970450627924157,0.2859646626904766,0.3104320244562574,0.0002859647942479317,0.0003104319845940259
3,5,0.01935369689129143,0.9972092259706148,0.25511645231781016,0.3175314480209498,0.000255116638924695,0.000317531469458572
4,1,0.2970917843534785,0.9238135593220339,1.3166113760259193,0.6274211296638471,0.00131661151720791,0.0006274211592267821
4,2,0.14952498952526663,0.9549152542372882,1.0873910666648614,0.7024685326983796,0.0010873911770601298,0.000702468494439358
4,3,0.11755663936531519,0.9621186440677966,1.0051194173425941,0.7868822103344018,0.0010051194355567578,0.0007868821980176105
4,4,0.10113542376251859,0.9667796610169491,0.9848488070765289,0.8504297181102348,0.0009848488675789529,0.0008504297548707312
4,5,0.09057573887926006,0.9700847457627119,0.9306249942819951,0.8648372011767528,0.0009306251422458445,0.0008648372332419257
