task_id,epoch,train_loss,train_acc,grad_norm_mean,grad_norm_std,update_norm_mean,update_norm_std
0,1,0.245034622289609,0.9261833333333334,1.856891239063504,1.3439400198753102,0.05161186067759991,0.011436676720536566
0,2,0.108973000488187,0.9663833333333334,1.173373237991657,1.2348627829425591,0.04799870499223471,0.012653737604717316
0,3,0.07810050846440723,0.9753333333333334,0.9647928941156424,1.2144442106127988,0.0471230078311637,0.0146156976620915
0,4,0.060550076370090515,0.981,0.8263444705542461,1.1832574727935856,0.04548070431717982,0.015500237979382832
0,5,0.050394511859517065,0.9837166666666667,0.7563660115145746,1.2078902110577607,0.045024001200993854,0.016394112810998403
1,1,0.10428839042632534,0.9713166666666667,1.2028098529705733,1.6817167834517222,0.002817713105090661,8.078525435912708e-05
1,2,0.10783153751856883,0.9756666666666667,1.2644262503649557,2.03021546626239,0.002772223446699002,0.000263392657917804
1,3,0.1200225839829183,0.9764166666666667,1.3685281163280667,2.385231668987662,0.002583810743660358,0.0005869326949833971
1,4,0.12751232572905444,0.9769,1.4532644731161048,2.594222436157944,0.0024051967540746565,0.0007692115761580304
1,5,0.13192758716299108,0.9777,1.5017621777593737,2.738534404922258,0.0022828064630027282,0.0008811666518096778
2,1,0.37784873286264453,0.9478166666666666,3.2213641934599253,3.7039494293382265,0.0022942609756780273,0.00045282365971377404
2,2,0.3297850263365091,0.9537666666666667,2.887336833084327,3.6162160207519265,0.0023234333299841942,0.0005185448915780861
2,3,0.3054464963067547,0.9576833333333333,2.729806736900545,3.5838183616090804,0.0022949184121359074,0.0005955968000523986
2,4,0.28920097178717064,0.9601666666666666,2.6317994575692665,3.592485872527763,0.0022767583984075624,0.0006456341386186601
2,5,0.27648501548045157,0.96245,2.576346769085689,3.5738976337131674,0.0022556540205245857,0.0006814804429086326
3,1,0.5856341604788176,0.9219,4.655268780838503,4.1919766734717,0.002185355914643613,0.0002817832710895701
3,2,0.485356555148457,0.9326166666666666,4.057532971889176,4.005751602051357,0.0022668436243646183,0.00029344890148187605
3,3,0.4297181739900292,0.9393666666666667,3.753022119402974,3.8865151029910874,0.002295622149987376,0.0003256315902112084
3,4,0.39470425468437675,0.9436166666666667,3.506863910840275,3.874410266377643,0.002316605705101719,0.0003422594919146208
3,5,0.3681778112144485,0.9474166666666667,3.362869624098485,3.8374329350178393,0.002316446875955238,0.00039443783762010525
4,1,0.687178876536373,0.90265,5.283032118699213,4.008370508695264,0.002170688118541875,0.0001892515783648826
4,2,0.5565409769749797,0.9165166666666666,4.562434887211674,3.8228495584803093,0.0022578818607598807,0.00017965355590069431
4,3,0.48151724928962214,0.9256666666666666,4.115143213579497,3.6956550620930524,0.0023074971967131813,0.00018329574615760262
4,4,0.43281462179392965,0.9314666666666667,3.8102594887752534,3.690605812619786,0.0023404724172870982,0.00019446487296296752
4,5,0.4001229027249555,0.9367333333333333,3.652418349562059,3.6313096118898596,0.002359118383626537,0.0001961979566498116
