task_id,epoch,train_loss,train_acc,grad_norm_mean,grad_norm_std,update_norm_mean,update_norm_std
0,1,2.0106325999299686,0.47741666666666666,1.157797581727306,0.4643535790769076,0.0011577976354698572,0.0004643535761055587
0,2,0.8792190795143445,0.78455,2.4533590772052607,0.6504190679675884,0.0024533592335161908,0.0006504191583324083
0,3,0.5193297948315739,0.8596166666666667,2.7650591637144486,0.9635811336904796,0.0027650592767555888,0.0009635811853685184
0,4,0.4187197917364538,0.88285,2.817187049681942,1.1815538780878676,0.0028171872317034287,0.0011815539207310189
0,5,0.37302124145813287,0.8947666666666667,2.823427569073935,1.324807355106834,0.0028234276560494135,0.001324807389306852
1,1,0.3994855768106257,0.8869833333333333,3.023908967902263,1.3245810121356116,0.0013938268304712741,0.0006087536249415057
1,2,0.3561727922164525,0.9001333333333333,2.8689075102135537,1.3659272554668882,0.001353331919040405,0.0006408381273773069
1,3,0.3312931027663872,0.90715,2.812380757113298,1.380945871440261,0.0013525144763801413,0.0006576840570851105
1,4,0.3126171156113657,0.91205,2.759398642362406,1.4292048223600675,0.0013525311575601033,0.0006928725597688081
1,5,0.2973223000559956,0.91655,2.7161076678087315,1.4483716998349567,0.0013612552236639507,0.0007136104415780477
2,1,0.37677194325455154,0.8903833333333333,3.1637881682415805,1.4696180689816138,0.0016841016230658473,0.0007560514427476713
2,2,0.3236651488731926,0.9081833333333333,2.9315174636070926,1.4786240985456764,0.0015977590575700258,0.0007773712185510169
2,3,0.2965295279226266,0.9154166666666667,2.8387013675322135,1.5070080892857496,0.001573564985068515,0.000808588365185871
2,4,0.2772395395600858,0.92045,2.7768827165166536,1.5318537932457628,0.0015636835321893158,0.0008359797989076683
2,5,0.2619342989862586,0.9249166666666667,2.725164875052869,1.5291782212081053,0.0015601234315702943,0.0008503075643806401
3,1,0.3334216819025266,0.9025833333333333,3.14668064190944,1.5539240473358555,0.0019267548663895772,0.0009127329619191686
3,2,0.28375906474360574,0.9184333333333333,2.9141904006525876,1.5722939123157462,0.0018130443243026093,0.0009417359912459345
3,3,0.2593279902286207,0.9259333333333334,2.8109467450951535,1.581983139038807,0.0017729902532385797,0.000966315534409101
3,4,0.2422271295009802,0.9307833333333333,2.73799897665903,1.6493849189302194,0.0017407053266761067,0.001012954741476465
3,5,0.2289182316828131,0.9352,2.6821826047909756,1.6639548549345258,0.0017230062233259862,0.0010328943795791566
4,1,0.2896921416253317,0.9146333333333333,3.090874804948767,1.6866871952979734,0.00208630691621147,0.0011007430527175386
4,2,0.24967881861127292,0.9275166666666667,2.8440687858412663,1.6911510208131044,0.001942541285669601,0.0011240288842533257
4,3,0.22947103295405397,0.93385,2.7565309608113022,1.6945042597661375,0.0018955718550939006,0.0011347191302270002
4,4,0.21498139307636302,0.93795,2.680907454519222,1.7284739285766797,0.0018561824002099455,0.0011645951357592873
4,5,0.20353589757403825,0.94175,2.6236802033409474,1.7600216317018216,0.0018259456817838024,0.0011926347214428936
