task_id,epoch,train_loss,train_acc,grad_norm_mean,grad_norm_std,update_norm_mean,update_norm_std
0,1,0.23012135030437883,0.93035,1.7705664304583333,1.3255595697356601,0.05284674778425445,0.012489016201282203
0,2,0.10151726811774885,0.9686833333333333,1.1373638665157875,1.2328977738361175,0.049556837630613394,0.013290854419960217
0,3,0.07516118964976673,0.9764,0.9340664811365084,1.2191009618474773,0.04848429073688264,0.01540111892483423
0,4,0.05835413418234794,0.9814,0.809440960880187,1.2021328839365246,0.04736160373330737,0.01685521415375289
0,5,0.047183603610451694,0.9849833333333333,0.7134096131191188,1.1846179328226254,0.04557147665213172,0.01801696082484367
1,1,4.4479674104253455,0.22536666666666666,9.875893447041511,4.8774727170080014,0.002026642309812208,0.0002406986548920327
1,2,1.1207606393819054,0.6101333333333333,3.970795500000318,0.9144885552289207,0.0023487697075664374,7.756722642864146e-05
1,3,0.6485219960821171,0.7933166666666667,3.65604014518857,1.1970317118446845,0.0024898743874703843,7.356135677587707e-05
1,4,0.4835878981722829,0.8515166666666667,3.4922260751773915,1.4521501801434096,0.0024808062520654253,7.766164196738654e-05
1,5,0.4079061932707749,0.8766833333333334,3.3795568080178153,1.6193616647013074,0.0024767187476390975,7.96747814641179e-05
2,1,2.452604182779789,0.3616666666666667,7.415962066292763,2.875877093785922,0.0021526644200785088,0.0002386356774925101
2,2,0.8048550507128238,0.7311166666666666,4.152096168051163,1.2271047511100914,0.0022991861425883447,8.221040992868532e-05
2,3,0.5416294645713642,0.82835,3.722804950113098,1.4335156804690694,0.0024197267019189896,8.48707129080238e-05
2,4,0.4394500234612885,0.8648666666666667,3.552879772794743,1.6310973626535854,0.0024409071361878886,8.604940669805714e-05
2,5,0.3838826414095238,0.8845833333333334,3.4312181170185405,1.7676068171299417,0.0024526411433859418,8.739474300320787e-05
3,1,2.155179203862945,0.37156666666666666,7.216074296375115,2.172630405350147,0.0020678879132222695,0.00017629338532341754
3,2,0.8165848762020469,0.7289166666666667,4.389641219397386,1.288934671298802,0.0022743627442008193,9.381678505559292e-05
3,3,0.5328769529314401,0.83065,3.747975570296248,1.4245049207213092,0.002427674376095335,8.215602559385838e-05
3,4,0.42737092744722033,0.8685666666666667,3.533356050023188,1.6120874304463613,0.002465755376421536,8.147799088041549e-05
3,5,0.3740377135712576,0.88735,3.3872912910307447,1.7519649650996565,0.002479775266489014,8.201866693302126e-05
4,1,2.380433785031239,0.34258333333333335,8.748750295241674,2.9753027360713467,0.001993709852938385,0.00013686894988937634
4,2,0.8493709720484912,0.7081833333333334,5.189839961330096,1.5360865806614645,0.002197029201663099,9.314214363117093e-05
4,3,0.5517874063393101,0.8217666666666666,4.383545132075747,1.6817787365659913,0.0023458425926510245,8.369103328720299e-05
4,4,0.441822622424302,0.8639666666666667,4.04864263569812,1.8789554772174812,0.002392116586949366,8.414571397485149e-05
4,5,0.3859149330824148,0.88515,3.8540083893251915,2.013899550261805,0.00241525975552698,8.22441570529481e-05
